image,label
_resized/Erin/0/vlcsnap-2020-12-03-15h17m57s423.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h55m54s516.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h50m45s462.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h49m44s688.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h49m49s365.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h53m11s108.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h56m22s842.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h50m50s652.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h53m20s361.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h51m55s141.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h53m22s648.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h55m32s509.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h58m23s443.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h50m53s391.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h17m59s881.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h53m43s980.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h50m09s267.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h58m28s034.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h45m17s958.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h51m18s972.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h52m52s134.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h51m38s869.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h58m35s982.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h49m49s525.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h54m51s837.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h50m47s953.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h51m51s832.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h53m21s541.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h51m55s994.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h53m32s125.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h57m10s393.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h58m17s601.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h54m55s946.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h52m17s088.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h49m52s527.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h50m49s289.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h58m16s567.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h53m46s229.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h57m05s954.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h54m57s316.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h57m29s909.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h51m04s999.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h55m37s119.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h57m04s160.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h46m28s624.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h54m36s158.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h56m03s164.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h53m42s542.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h50m23s074.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h46m43s948.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h55m28s610.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h56m06s949.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h49m31s337.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h46m38s625.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h49m46s272.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h52m30s140.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h51m04s034.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h58m37s680.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h51m28s848.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h49m48s065.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h51m27s166.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h57m39s660.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h55m08s091.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h51m55s912.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h55m45s222.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h51m53s018.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h57m08s527.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h53m18s980.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h57m38s004.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h53m23s779.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h17m53s910.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h58m22s563.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h57m00s440.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h57m41s315.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h54m46s950.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h46m35s307.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h52m03s712.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h49m39s142.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h17m36s007.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h57m31s789.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h55m36s026.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h58m10s806.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h52m14s658.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h50m20s932.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h52m25s717.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h51m54s102.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h50m44s218.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h53m07s320.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h49m42s700.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h50m24s877.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h17m30s250.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h46m40s786.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h53m09s410.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h55m34s938.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h54m38s190.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h49m37s959.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h53m53s876.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h56m15s182.png,0
_resized/Erin/0/vlcsnap-2020-12-02-17h52m28s130.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h51m30s031.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h49m40s606.png,0
_resized/Erin/0/vlcsnap-2020-12-03-15h51m42s031.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h04m32s458.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h00m42s483.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h09m43s017.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h58m13s052.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h00m14s962.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h04m26s652.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h08m49s226.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h10m32s675.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h08m02s712.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h59m34s560.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h05m19s602.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h05m12s328.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h03m23s995.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h59m11s674.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h09m31s943.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h57m45s323.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h02m04s915.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h02m43s793.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h58m36s353.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h59m52s144.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h59m19s458.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h02m26s658.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h04m29s373.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h56m31s297.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h11m10s980.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h04m51s714.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h02m25s014.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h57m36s898.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h00m48s795.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h01m09s457.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h05m09s614.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h01m16s217.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h10m45s848.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h00m18s775.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h02m34s170.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h59m29s024.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h08m29s447.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h59m18s304.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h08m23s140.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h57m37s644.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h08m07s902.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h07m49s335.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h58m08s230.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h00m17s253.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h08m55s158.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h56m33s624.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h02m01s880.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h03m27s540.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h10m55s508.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h59m58s861.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h55m56s656.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h58m39s676.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h08m44s571.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h00m18s016.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h10m42s603.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h02m08s458.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h05m08s629.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h11m05s619.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h10m56s637.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h04m22s139.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h56m38s443.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h04m23s302.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h02m40s126.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h57m50s289.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h07m50s490.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h09m08s888.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h57m31s766.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h00m54s010.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h07m48s092.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h11m06s691.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h59m35s574.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h09m16s570.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h59m32s722.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h11m13s273.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h01m52s945.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h08m57s739.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h08m40s976.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h03m28s417.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h56m29s030.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h56m36s102.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h11m04s240.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h57m04s171.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h58m04s138.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h09m17s711.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h09m03s335.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h09m42s306.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h01m29s471.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h57m01s424.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h56m19s880.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h57m30s102.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h56m27s099.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h10m47s858.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h56m22s862.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h04m49s613.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h00m37s270.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h04m47s730.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h02m06s683.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h59m59s816.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h00m49s644.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h58m06s361.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h06m02s031.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h58m53s372.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h09m43s881.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h09m29s105.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h03m23s089.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h59m56s878.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h02m38s875.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h01m07s932.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h10m46s718.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h58m01s080.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h00m30s811.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h08m31s621.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h10m04s602.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h58m45s646.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h09m56s523.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h09m05s603.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-17h01m12s123.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h59m46s474.png,0
_resized/Kathi/0/vlcsnap-2020-12-04-16h57m44s434.png,0
